date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:27	23390/23390	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:26%20GMT	https://www.johnweldoncpa.com/	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/index.html	(from )
14:32:27	144877/144877	---MCZ	200	added ('OK')	text/css	etag:W/%22450fc463b8b1a349df717056fbb3e078%22	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	C:/Users/vishw/OneDrive/Desktop/accointing/df/maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css	(from https://www.johnweldoncpa.com/)
14:32:27	29664/29664	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Oct%202016%2021:29:07%20GMT	https://www.johnweldoncpa.com/favicon.png	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/favicon.png	(from https://www.johnweldoncpa.com/)
14:32:28	55111/55111	---MCZ	200	added ('OK')	text/css	etag:W/%22e4c542a7f6bf6f74fdd8cdf6e8096396%22	https://use.fontawesome.com/releases/v5.8.1/css/all.css	C:/Users/vishw/OneDrive/Desktop/accointing/df/use.fontawesome.com/releases/v5.8.1/css/all.css	(from https://www.johnweldoncpa.com/)
14:32:29	40948/40948	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Oct%202021%2015:01:55%20GMT	https://www.johnweldoncpa.com/css/main470.css?v=1.01	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/css/main470b883.css	(from https://www.johnweldoncpa.com/)
14:32:30	10292/10292	---M--	200	added ('OK')	text/css	date:Wed,%2006%20Oct%202021%2016:21:30%20GMT	https://www.johnweldoncpa.com/site.css?v=1.00	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site1930.css	(from https://www.johnweldoncpa.com/)
14:32:33	57970/57970	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Oct%202021%2015:01:54%20GMT	https://www.johnweldoncpa.com/css/animate.min.css	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/css/animate.min.css	(from https://www.johnweldoncpa.com/)
14:32:36	23390/23390	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:33%20GMT	https://www.johnweldoncpa.com/index.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/index-2.html	(from https://www.johnweldoncpa.com/)
14:32:41	13514/13514	---M--	200	added ('OK')	image/jpeg	date:Mon,%2017%20Oct%202016%2019:27:09%20GMT	https://www.johnweldoncpa.com/site_images/logo.jpeg	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site_images/logo.jpeg	(from https://www.johnweldoncpa.com/)
14:32:44	15746/15746	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:43%20GMT	https://www.johnweldoncpa.com/business-incorporation-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/business-incorporation-services.html	(from https://www.johnweldoncpa.com/)
14:32:45	15428/15428	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:44%20GMT	https://www.johnweldoncpa.com/quickbooks-accounting.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/quickbooks-accounting.html	(from https://www.johnweldoncpa.com/)
14:32:45	15227/15227	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:45%20GMT	https://www.johnweldoncpa.com/small-business-accounting-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/small-business-accounting-services.html	(from https://www.johnweldoncpa.com/)
14:32:47	15426/15426	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:46%20GMT	https://www.johnweldoncpa.com/xero.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/xero.html	(from https://www.johnweldoncpa.com/)
14:32:49	15772/15772	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:49%20GMT	https://www.johnweldoncpa.com/our-accounting-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/our-accounting-services.html	(from https://www.johnweldoncpa.com/)
14:32:50	15248/15248	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:49%20GMT	https://www.johnweldoncpa.com/tax-planning-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/tax-planning-services.html	(from https://www.johnweldoncpa.com/)
14:32:50	15229/15229	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:50%20GMT	https://www.johnweldoncpa.com/income-tax-preparation-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/income-tax-preparation-services.html	(from https://www.johnweldoncpa.com/)
14:32:52	18068/18068	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:51%20GMT	https://www.johnweldoncpa.com/irs-tax-problems.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/irs-tax-problems.html	(from https://www.johnweldoncpa.com/)
14:32:57	14800/14800	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:54%20GMT	https://www.johnweldoncpa.com/tax-forms.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/tax-forms.html	(from https://www.johnweldoncpa.com/)
14:32:59	14944/14944	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:59%20GMT	https://www.johnweldoncpa.com/tax-services.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/tax-services.html	(from https://www.johnweldoncpa.com/)
14:33:00	15321/15321	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:02:59%20GMT	https://www.johnweldoncpa.com/entertainment-accounting.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/entertainment-accounting.html	(from https://www.johnweldoncpa.com/)
14:33:01	15306/15306	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:00%20GMT	https://www.johnweldoncpa.com/medical-practice-accounting.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/medical-practice-accounting.html	(from https://www.johnweldoncpa.com/)
14:33:02	15323/15323	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:02%20GMT	https://www.johnweldoncpa.com/real-estate-accounting.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/real-estate-accounting.html	(from https://www.johnweldoncpa.com/)
14:33:03	15393/15393	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:02%20GMT	https://www.johnweldoncpa.com/technology-accounting.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/technology-accounting.html	(from https://www.johnweldoncpa.com/)
14:33:03	15153/15153	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:03%20GMT	https://www.johnweldoncpa.com/industries-we-serve.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/industries-we-serve.html	(from https://www.johnweldoncpa.com/)
14:33:06	15134/15134	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:04%20GMT	https://www.johnweldoncpa.com/about-us.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/about-us.html	(from https://www.johnweldoncpa.com/)
14:33:12	15142/15142	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:07%20GMT	https://www.johnweldoncpa.com/review-us.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/review-us.html	(from https://www.johnweldoncpa.com/)
14:33:15	15578/15578	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:13%20GMT	https://www.johnweldoncpa.com/testimonials.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/testimonials.html	(from https://www.johnweldoncpa.com/)
14:33:19	16831/16831	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:16%20GMT	https://www.johnweldoncpa.com/consultation.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/consultation.html	(from https://www.johnweldoncpa.com/)
14:33:23	17362/17362	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Oct%202021%2015:01:57%20GMT	https://www.johnweldoncpa.com/site_images/squares-470.png	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site_images/squares-470.png	(from https://www.johnweldoncpa.com/)
14:33:27	52539/52539	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2015:22:50%20GMT	https://www.johnweldoncpa.com/site_images/home-boxes.jpg	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site_images/home-boxes.jpg	(from https://www.johnweldoncpa.com/)
14:33:28	31635/31635	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2015:21:14%20GMT	https://www.johnweldoncpa.com/site_images/tax-calc.jpg	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site_images/tax-calc.jpg	(from https://www.johnweldoncpa.com/)
14:33:29	61497/61497	---M--	200	added ('OK')	image/jpeg	date:Wed,%2006%20Oct%202021%2016:41:23%20GMT	https://www.johnweldoncpa.com/site_images/papers-woman.jpg	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/site_images/papers-woman.jpg	(from https://www.johnweldoncpa.com/)
14:33:30	15372/15372	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:29%20GMT	https://www.johnweldoncpa.com/newsletter.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/newsletter.html	(from https://www.johnweldoncpa.com/)
14:33:32	15473/15473	---M--	200	added ('OK')	image/png	date:Fri,%2020%20Sep%202019%2018:22:04%20GMT	https://portal.bizpayo.com/images/bizpayo_verified_sm.png	C:/Users/vishw/OneDrive/Desktop/accointing/df/portal.bizpayo.com/images/bizpayo_verified_sm.png	(from https://www.johnweldoncpa.com/)
14:33:33	17140/17140	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:33%20GMT	https://www.johnweldoncpa.com/privacy.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/privacy.html	(from https://www.johnweldoncpa.com/)
14:33:34	14083/14083	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20May%202024%2009:03:34%20GMT	https://www.johnweldoncpa.com/resources.htm	C:/Users/vishw/OneDrive/Desktop/accointing/df/www.johnweldoncpa.com/resources.html	(from https://www.johnweldoncpa.com/)
